"Rep","Cov_sp_near","Cov_sp_med","Cov_sp_far","Cov_sp_all","Width_sp_near","Width_sp_med","Width_sp_far","Width_sp_all","Cov_unw_near","Cov_unw_med","Cov_unw_far","Cov_unw_all","Width_unw_all","Cov_kr_near","Cov_kr_med","Cov_kr_far","Cov_kr_all","Width_kr_all"
87,0.869028006589786,0.855916030534351,0.831932773109244,0.86,0.117703332589046,0.117662272865062,0.117711135360517,0.117686863176596,0.92998352553542,0.91412213740458,0.903361344537815,0.9208,0.153126545293417,0.991762767710049,0.995229007633588,0.995798319327731,0.9936,0.147380254977892
88,0.909390444810544,0.899809160305344,0.920168067226891,0.9064,0.141757097202165,0.14190232002954,0.141981015836623,0.141839291665401,0.916803953871499,0.903625954198473,0.92436974789916,0.912,0.142503863379042,0.940691927512356,0.951335877862595,0.953781512605042,0.9464,0.104544836977289
89,0.946457990115321,0.950381679389313,0.932773109243697,0.9468,0.164822179209008,0.164499911450607,0.164298916158057,0.164637269922236,0.943986820428336,0.948473282442748,0.957983193277311,0.9472,0.156603437058708,0.949752883031301,0.96087786259542,0.96218487394958,0.9556,0.110123513169694
90,0.905271828665568,0.889312977099237,0.911764705882353,0.8992,0.133937110754239,0.134015640255439,0.134122727291219,0.133987701015462,0.92339373970346,0.937022900763359,0.911764705882353,0.928,0.139950132359427,0.968698517298188,0.971374045801527,0.983193277310924,0.9712,0.119349110130924
91,0.927512355848435,0.920801526717557,0.92436974789916,0.9244,0.141814649453122,0.141563100647608,0.141293266769906,0.141659564562408,0.906095551894563,0.894083969465649,0.865546218487395,0.8972,0.134092231607376,0.973640856672158,0.976145038167939,0.974789915966387,0.9748,0.126635962440819
92,0.932454695222405,0.920801526717557,0.878151260504202,0.9224,0.211362678077704,0.211294881493483,0.211119249979158,0.211311083394617,0.910214168039539,0.880725190839695,0.878151260504202,0.8948,0.152574942230979,0.99505766062603,0.997137404580153,0.995798319327731,0.996,0.175402090166408
93,0.916803953871499,0.916984732824427,0.920168067226891,0.9172,0.15713751204892,0.157364248260689,0.157680372302609,0.157284240165045,0.892915980230643,0.886450381679389,0.878151260504202,0.8888,0.141898194067839,0.947281713344316,0.954198473282443,0.928571428571429,0.9484,0.109472314132319
94,0.913509060955519,0.896946564885496,0.857142857142857,0.9012,0.15440151406924,0.154533409253452,0.154899726950641,0.154504234396771,0.901976935749588,0.883587786259542,0.84453781512605,0.8888,0.13087919583432,0.976935749588138,0.973282442748092,0.949579831932773,0.9728,0.130326993946929
95,0.920098846787479,0.906488549618321,0.911764705882353,0.9136,0.164176024296954,0.164309483126375,0.164991760114556,0.164309628288083,0.85502471169687,0.822519083969466,0.848739495798319,0.8408,0.119809157536983,0.969522240527183,0.974236641221374,0.957983193277311,0.9704,0.131982530153093
96,0.955518945634267,0.95324427480916,0.96218487394958,0.9552,0.185553409749405,0.185851006770962,0.186765103865593,0.185793515700703,0.955518945634267,0.970419847328244,0.949579831932773,0.9612,0.195436640479006,1,1,1,1,0.357449567473477
97,0.927512355848435,0.933206106870229,0.920168067226891,0.9292,0.163120777715728,0.163227380467702,0.163408154116276,0.163192823822687,0.907742998352554,0.91030534351145,0.92436974789916,0.9104,0.139934914986473,0.997528830313015,0.997137404580153,0.995798319327731,0.9972,0.177558005577295
98,0.932454695222405,0.92175572519084,0.894957983193277,0.9244,0.153261350204699,0.152998295586656,0.152939619199559,0.153120448917126,0.883031301482702,0.857824427480916,0.861344537815126,0.8704,0.129123371907382,0.963756177924217,0.968511450381679,0.978991596638655,0.9672,0.120934409769819
99,0.92504118616145,0.933206106870229,0.92436974789916,0.9284,0.152865352535298,0.152856754377141,0.152817933276982,0.152857233874007,0.9332784184514,0.936068702290076,0.915966386554622,0.9328,0.166959238554985,0.975288303130148,0.984732824427481,0.991596638655462,0.9808,0.129519821510133
100,0.936573311367381,0.926526717557252,0.907563025210084,0.9296,0.158470786853178,0.158648554709764,0.158611469401918,0.158558700117299,0.943163097199341,0.938931297709924,0.936974789915966,0.9408,0.15968188901382,0.985996705107084,0.989503816793893,0.995798319327731,0.9884,0.151794742836375
